---------------
Best_DT_all_sentiment_shuffled
---------------

---------------
Accuracy
---------------
0.5866554762903903

---------------
Performance Analysis
---------------
              precision    recall  f1-score   support

         pos       0.57      0.61      0.59      1153
         neg       0.61      0.56      0.58      1230

    accuracy                           0.59      2383
   macro avg       0.59      0.59      0.59      2383
weighted avg       0.59      0.59      0.59      2383


---------------
Confusion Matrix
---------------
[[694 536]
 [449 704]]

---------------
Evaluation
---------------
0, 0
1, 0
2, 1
3, 1
4, 0
5, 1
6, 1
7, 0
8, 0
9, 0
10, 0
11, 1
12, 0
13, 1
14, 0
15, 0
16, 0
17, 1
18, 1
19, 0
20, 0
21, 1
22, 1
23, 1
24, 0
25, 0
26, 0
27, 0
28, 1
29, 1
30, 1
31, 0
32, 1
33, 0
34, 1
35, 0
36, 0
37, 0
38, 1
39, 1
40, 0
41, 0
42, 0
43, 1
44, 1
45, 1
46, 0
47, 0
48, 0
49, 1
50, 0
51, 1
52, 0
53, 0
54, 1
55, 0
56, 1
57, 1
58, 1
59, 1
60, 1
61, 1
62, 1
63, 0
64, 1
65, 0
66, 1
67, 0
68, 1
69, 1
70, 1
71, 1
72, 0
73, 0
74, 1
75, 1
76, 1
77, 1
78, 0
79, 1
80, 0
81, 0
82, 0
83, 0
84, 0
85, 1
86, 0
87, 0
88, 0
89, 0
90, 1
91, 0
92, 0
93, 0
94, 0
95, 1
96, 0
97, 1
98, 1
99, 1
100, 0
101, 0
102, 0
103, 0
104, 1
105, 1
106, 1
107, 0
108, 1
109, 1
110, 0
111, 1
112, 1
113, 1
114, 1
115, 0
116, 0
117, 0
118, 1
119, 0
120, 1
121, 1
122, 1
123, 1
124, 1
125, 1
126, 1
127, 0
128, 0
129, 1
130, 1
131, 1
132, 0
133, 0
134, 1
135, 0
136, 0
137, 0
138, 1
139, 0
140, 1
141, 0
142, 1
143, 1
144, 0
145, 0
146, 1
147, 0
148, 0
149, 0
150, 0
151, 0
152, 1
153, 0
154, 0
155, 0
156, 0
157, 1
158, 0
159, 1
160, 1
161, 0
162, 1
163, 1
164, 1
165, 1
166, 0
167, 1
168, 0
169, 0
170, 0
171, 0
172, 0
173, 1
174, 0
175, 0
176, 1
177, 0
178, 0
179, 1
180, 1
181, 0
182, 1
183, 1
184, 1
185, 0
186, 1
187, 1
188, 1
189, 0
190, 0
191, 0
192, 0
193, 1
194, 0
195, 0
196, 0
197, 0
198, 1
199, 0
200, 1
201, 1
202, 1
203, 1
204, 1
205, 0
206, 0
207, 1
208, 0
209, 1
210, 1
211, 1
212, 0
213, 1
214, 0
215, 0
216, 1
217, 1
218, 1
219, 0
220, 0
221, 1
222, 1
223, 1
224, 1
225, 0
226, 0
227, 1
228, 0
229, 1
230, 1
231, 1
232, 0
233, 0
234, 0
235, 0
236, 1
237, 1
238, 1
239, 1
240, 0
241, 1
242, 1
243, 0
244, 0
245, 1
246, 1
247, 1
248, 1
249, 1
250, 1
251, 1
252, 1
253, 0
254, 1
255, 0
256, 1
257, 1
258, 0
259, 0
260, 1
261, 0
262, 0
263, 1
264, 0
265, 1
266, 1
267, 1
268, 0
269, 0
270, 1
271, 1
272, 0
273, 1
274, 0
275, 1
276, 0
277, 1
278, 1
279, 1
280, 0
281, 0
282, 1
283, 0
284, 0
285, 1
286, 1
287, 1
288, 0
289, 0
290, 0
291, 1
292, 0
293, 1
294, 0
295, 1
296, 1
297, 1
298, 0
299, 1
300, 0
301, 1
302, 0
303, 0
304, 0
305, 1
306, 0
307, 0
308, 1
309, 1
310, 0
311, 0
312, 1
313, 1
314, 1
315, 0
316, 0
317, 0
318, 1
319, 0
320, 0
321, 1
322, 1
323, 1
324, 1
325, 1
326, 1
327, 1
328, 1
329, 0
330, 0
331, 0
332, 0
333, 0
334, 0
335, 0
336, 0
337, 1
338, 0
339, 1
340, 1
341, 1
342, 0
343, 0
344, 0
345, 1
346, 0
347, 0
348, 0
349, 1
350, 1
351, 1
352, 1
353, 0
354, 1
355, 0
356, 1
357, 0
358, 1
359, 0
360, 1
361, 0
362, 1
363, 1
364, 1
365, 1
366, 1
367, 1
368, 1
369, 1
370, 0
371, 1
372, 0
373, 1
374, 1
375, 0
376, 0
377, 1
378, 1
379, 0
380, 1
381, 0
382, 1
