---------------
Base_DT_all_sentiment_shuffled
---------------

---------------
Accuracy
---------------
0.6135123793537558

---------------
Performance Analysis
---------------
              precision    recall  f1-score   support

         pos       0.59      0.67      0.63      1153
         neg       0.64      0.56      0.60      1230

    accuracy                           0.61      2383
   macro avg       0.62      0.62      0.61      2383
weighted avg       0.62      0.61      0.61      2383


---------------
Confusion Matrix
---------------
[[694 536]
 [385 768]]

---------------
Evaluation
---------------
0, 0
1, 0
2, 0
3, 1
4, 0
5, 0
6, 1
7, 1
8, 0
9, 1
10, 0
11, 1
12, 1
13, 1
14, 1
15, 1
16, 0
17, 1
18, 1
19, 1
20, 0
21, 0
22, 0
23, 1
24, 0
25, 1
26, 0
27, 1
28, 1
29, 1
30, 1
31, 1
32, 0
33, 1
34, 0
35, 0
36, 1
37, 0
38, 1
39, 0
40, 1
41, 1
42, 0
43, 1
44, 0
45, 1
46, 0
47, 1
48, 1
49, 0
50, 1
51, 1
52, 1
53, 0
54, 1
55, 1
56, 1
57, 0
58, 1
59, 0
60, 1
61, 1
62, 0
63, 0
64, 0
65, 1
66, 0
67, 1
68, 1
69, 1
70, 0
71, 1
72, 0
73, 1
74, 1
75, 0
76, 1
77, 1
78, 1
79, 1
80, 0
81, 0
82, 0
83, 1
84, 0
85, 1
86, 0
87, 1
88, 0
89, 0
90, 1
91, 1
92, 0
93, 0
94, 0
95, 1
96, 1
97, 1
98, 0
99, 0
100, 0
101, 1
102, 0
103, 0
104, 0
105, 1
106, 1
107, 0
108, 1
109, 1
110, 0
111, 1
112, 1
113, 1
114, 1
115, 0
116, 1
117, 1
118, 1
119, 0
120, 1
121, 0
122, 0
123, 1
124, 1
125, 0
126, 0
127, 1
128, 1
129, 1
130, 1
131, 1
132, 1
133, 0
134, 0
135, 0
136, 1
137, 0
138, 1
139, 1
140, 1
141, 0
142, 1
143, 1
144, 0
145, 0
146, 1
147, 1
148, 0
149, 1
150, 0
151, 0
152, 1
153, 0
154, 1
155, 0
156, 1
157, 1
158, 1
159, 1
160, 1
161, 0
162, 0
163, 1
164, 1
165, 0
166, 0
167, 0
168, 0
169, 0
170, 0
171, 1
172, 1
173, 0
174, 1
175, 0
176, 1
177, 1
178, 0
179, 1
180, 1
181, 1
182, 1
183, 0
184, 0
185, 0
186, 1
187, 0
188, 1
189, 0
190, 0
191, 0
192, 0
193, 1
194, 0
195, 0
196, 1
197, 1
198, 1
199, 1
200, 1
201, 1
202, 0
203, 1
204, 1
205, 1
206, 1
207, 1
208, 0
209, 1
210, 1
211, 1
212, 0
213, 1
214, 0
215, 1
216, 0
217, 1
218, 1
219, 0
220, 1
221, 1
222, 0
223, 0
224, 1
225, 1
226, 1
227, 1
228, 0
229, 1
230, 1
231, 1
232, 0
233, 1
234, 1
235, 0
236, 1
237, 0
238, 1
239, 0
240, 1
241, 1
242, 1
243, 1
244, 0
245, 1
246, 0
247, 1
248, 1
249, 0
250, 1
251, 1
252, 0
253, 1
254, 1
255, 1
256, 0
257, 1
258, 0
259, 1
260, 1
261, 0
262, 0
263, 1
264, 1
265, 1
266, 1
267, 1
268, 1
269, 0
270, 1
271, 1
272, 0
273, 1
274, 0
275, 0
276, 0
277, 0
278, 0
279, 0
280, 0
281, 0
282, 1
283, 0
284, 0
285, 0
286, 1
287, 0
288, 1
289, 0
290, 0
291, 1
292, 1
293, 1
294, 0
295, 1
296, 1
297, 1
298, 1
299, 1
300, 1
301, 1
302, 0
303, 0
304, 1
305, 1
306, 1
307, 1
308, 0
309, 1
310, 0
311, 0
312, 1
313, 1
314, 1
315, 1
316, 0
317, 0
318, 1
319, 1
320, 0
321, 1
322, 0
323, 1
324, 1
325, 1
326, 0
327, 1
328, 1
329, 1
330, 1
331, 0
332, 1
333, 0
334, 0
335, 1
336, 0
337, 0
338, 1
339, 1
340, 0
341, 0
342, 0
343, 0
344, 0
345, 1
346, 1
347, 1
348, 1
349, 0
350, 1
351, 0
352, 1
353, 0
354, 0
355, 0
356, 1
357, 0
358, 1
359, 0
360, 0
361, 0
362, 1
363, 0
364, 1
365, 1
366, 1
367, 1
368, 1
369, 1
370, 0
371, 0
372, 0
373, 1
374, 1
375, 0
376, 0
377, 1
378, 0
379, 0
380, 0
381, 0
382, 0
